question_id,failure_category,expected_answer,model_answer,expected_session_ids,retrieved_session_ids,partial_recall,missing_expected_session_ids,error,latency_ms
gpt4_fe651585_abs,wrong_retrieval,"The information provided is not enough. You mentioned Alex becoming a parent in January, but you didn't mention anything about Tom.",I don't know,answer_65600ff6_abs_1;answer_65600ff6_abs_2,sharegpt_v6ZRge5_0;d9bce149_2;answer_65600ff6_abs_1;answer_65600ff6_abs_2;ultrachat_238311;sharegpt_8wz6JrE_0;sharegpt_wrN9uUo_53;sharegpt_7PLgNll_0,1.000,,,10324.1
6a1eabeb,wrong_retrieval,25 minutes and 50 seconds (or 25:50),27:12,answer_a25d4a91_1;answer_a25d4a91_2,answer_a25d4a91_1;answer_a25d4a91_2;d03995c6;4aaf678f_3;9b3a7f2c_1;ultrachat_561259,1.000,,,7223.3
6aeb4375,wrong_retrieval,four,7 Korean restaurants,answer_3f9693b7_1;answer_3f9693b7_2,answer_3f9693b7_2;answer_3f9693b7_1;sharegpt_MtrF4Lm_50;402e0082_5;sharegpt_MWlvrvZ_0;sharegpt_Me2C50l_0;dc9bf721_1;1bc87711_1;c3567066;2e21c7d5;03105808_2,1.000,,,15022.3
852ce960,wrong_retrieval,"$400,000","$350,000 and $400,000.",answer_3a6f1e82_1;answer_3a6f1e82_2,answer_3a6f1e82_1;answer_3a6f1e82_2;a76e7e3c_1;sharegpt_eN4o9Zr_0;010a28ab_3;bdfcb4d3,1.000,,,5861.2
71315a70,wrong_retrieval,10-12 hours,15-18 hours,answer_c44b9df4_1;answer_c44b9df4_2,answer_c44b9df4_1;answer_c44b9df4_2;ultrachat_399278;ultrachat_42515;a08fbe88_1;8cfa91c3_1,1.000,,,8327.8
ce6d2d27,wrong_retrieval,Friday,I don't know.,answer_73540165_1;answer_73540165_2,answer_73540165_2;answer_73540165_1;7a4d00b3_2;168776ed_1,1.000,,,8184.9
07741c44,wrong_retrieval,under my bed,"Matching facts: 
- ""Keeping them under the bed can indeed cause them to smell""
- ""Consider investing in a shoe storage box or a sneaker organizer. These can keep your shoes organized, protected, and ventilated.""

Sub-answer: You can keep your old sneakers in a shoe storage box or a sneaker organizer to keep them organized, protected, and ventilated.",answer_7e9ad7b4_1;answer_7e9ad7b4_2,answer_7e9ad7b4_1;answer_7e9ad7b4_2;sharegpt_UGg8d44_4;85001c17;10c0752c;61fc1d85,1.000,,,6255.5
184da446,wrong_retrieval,220,2 pages of 'A Short History of Nearly Everything' have been read so far,answer_e2f4f947_1;answer_e2f4f947_2,answer_e2f4f947_2;answer_e2f4f947_1;bf633415_2;sharegpt_vnXj3bO_25;341a737e;ultrachat_195877;61ad6074;30a3c930,1.000,,,15014.2
031748ae,wrong_retrieval,"When you just started your new role as Senior Software Engineer, you led 4 engineers. Now, you lead 5 engineers",5 engineers,answer_8748f791_1;answer_8748f791_2,answer_8748f791_1;answer_8748f791_2;4dd1ba8d_1;sharegpt_pPNVaqR_0,1.000,,,9398.6
0f05491a,wrong_retrieval,120,4 different star requirements,answer_d6d2eba8_1;answer_d6d2eba8_2,answer_d6d2eba8_1;answer_d6d2eba8_2;27aba903_2;sharegpt_UpYQ1kh_79;ultrachat_286423;057cbbc4_1,1.000,,,10914.1
f9e8c073,wrong_retrieval,five,8 sessions of the bereavement support group,answer_b191df5b_1;answer_b191df5b_2,answer_b191df5b_1;answer_b191df5b_2;22db3cc3_1;sharegpt_WQun2Qq_0;sharegpt_Fhigp7F_1,1.000,,,9876.2
41698283,wrong_retrieval,a 70-200mm zoom lens,"Matching facts: 
- ""I've been really happy with my Canon EF 70-200mm f/2.8L IS III USM lens""
- ""I recently got a new 50mm prime lens""

Sub-answer: Canon EF 70-200mm f/2.8L IS III USM lens and a 50mm prime lens.",answer_c7ddc051_1;answer_c7ddc051_2,431ae25c;answer_c7ddc051_1;answer_c7ddc051_2;743d7a95;sharegpt_FpaT130_0;bf386a67_3,1.000,,,6299.2
b6019101,wrong_retrieval,5,4 MCU films,answer_67074b4b_1;answer_67074b4b_2,answer_67074b4b_2;answer_67074b4b_1;sharegpt_CvVLg2J_18;ultrachat_72569;ac089c83_4;b403d6f0_3,1.000,,,14468.7
45dc21b6,wrong_retrieval,3,1 recipe,answer_07664d43_1;answer_07664d43_2,answer_07664d43_2;answer_07664d43_1;0504a710_4;8acb29f9_1;0ad56ba6;sharegpt_Us25gXO_16;eb34144a_2,1.000,,,10770.1
6071bd76,wrong_retrieval,You switched to less water (5 ounces) per tablespoon of coffee.,You switched to more water per tablespoon of coffee.,answer_4dac77cb_1;answer_4dac77cb_2,answer_4dac77cb_1;answer_4dac77cb_2;9de53d68_1;e6b6353d;8d0b4363;ultrachat_431164,1.000,,,12237.5
e493bb7c,wrong_retrieval,in my bedroom,Above the user's bed and above the living room sofa.,answer_1a374afa_1;answer_1a374afa_2,answer_1a374afa_2;answer_1a374afa_1;47693140_1;ultrachat_185447;sharegpt_ZYY26AT_0;7aaa23d7_2,1.000,,,5814.2
72e3ee87,wrong_retrieval,50,2 episodes of the Science series completed,answer_d7de9a6a_1;answer_d7de9a6a_2,answer_d7de9a6a_2;answer_d7de9a6a_1;ultrachat_25529;ultrachat_421360;be8c3970_2;ultrachat_403686;sharegpt_I6IzvEF_136,1.000,,,12284.9
c4ea545c,wrong_retrieval,Yes,I don't know.,answer_d3bf812b_1;answer_d3bf812b_2,answer_d3bf812b_1;a1f43f8d_2;answer_d3bf812b_2;ultrachat_92064;ea0e2434;sharegpt_I0uNTjm_16,1.000,,,9888.3
2133c1b5,wrong_retrieval,3 months,I don't know.,answer_52382508_1;answer_52382508_2,8ca0085a_1;5e3c5a6b;ultrachat_354956;sharegpt_RYhUTAL_0;a52d98bf_2;sharegpt_NCuLVp2_0;answer_52382508_1;b829045b;answer_52382508_2,1.000,,,32868.6
1cea1afa,wrong_retrieval,600,500 Instagram followers,answer_79c395a9_1;answer_79c395a9_2,answer_79c395a9_2;answer_79c395a9_1;2a0c336c;ultrachat_82739;ultrachat_255553,1.000,,,22757.6
ed4ddc30,wrong_retrieval,20,50 dozen eggs,answer_babbaccb_1;answer_babbaccb_2,answer_babbaccb_2;answer_babbaccb_1;ef23ecbc_2;8b726b64_1;a0c40934_1;5d2dc022_1,1.000,,,20947.4
8fb83627,wrong_retrieval,Five,1 issue of National Geographic not finished reading,answer_966cecbb_1;answer_966cecbb_2,answer_966cecbb_2;answer_966cecbb_1;02b81ad9;sharegpt_opQbgPL_31;ultrachat_172298;0638f6f6_1;sharegpt_RXPXFRG_17;be050ab3_2,1.000,,,34839.4
5831f84d,wrong_retrieval,15,25 Crash Course videos,answer_8d63a897_1;answer_8d63a897_2,answer_8d63a897_1;answer_8d63a897_2;0a1e90d1_1;sharegpt_6I57AvU_67;sharegpt_NHidbra_0;b4f63a70_3;7b602215_1;41c90f4c_2,1.000,,,23982.5
affe2881,wrong_retrieval,32,1 different species of bird,answer_90de9b4d_1;answer_90de9b4d_2,answer_90de9b4d_1;answer_90de9b4d_2;sharegpt_aVExml0_162;fb5dd87f_7;ultrachat_443550;f334878c,1.000,,,18030.4
50635ada,wrong_retrieval,Premier Silver,Premier Gold,answer_dcd74827_1;answer_dcd74827_2,answer_dcd74827_1;answer_dcd74827_2;add7cc1e;35bc3132_2;dcbd175f_2;ultrachat_294687,1.000,,,19208.0
0ddfec37,wrong_retrieval,15,35 autographed baseballs,answer_a22b654d_1;answer_a22b654d_2,answer_a22b654d_2;answer_a22b654d_1;147ab7e9_7;60f9246d;sharegpt_YeY3ac7_0;92509977_1,1.000,,,28550.7
f685340e,wrong_retrieval,"Previously, you play tennis with your friends at the local park every week (on Sunday). Currently, you play tennis every other week (on Sunday).",You play tennis with your friends at the local park every other week.,answer_25df025b_1;answer_25df025b_2,answer_25df025b_1;answer_25df025b_2;992eb1f3_2;4a9eb139_2,1.000,,,25285.1
cc5ded98,wrong_retrieval,about two hours,2 pets,answer_a5b68517_1;answer_a5b68517_2,answer_a5b68517_2;answer_a5b68517_1;sharegpt_CLjyR25_0;8a5fe67a;sharegpt_87yRPxz_0,1.000,,,22168.2
dfde3500,wrong_retrieval,Wednesday,I don't know.,answer_35d6c0be_1;answer_35d6c0be_2,answer_35d6c0be_1;answer_35d6c0be_2;59c704ad_1;sharegpt_80caWYI_1;sharegpt_xab6zXe_0,1.000,,,9698.1
69fee5aa,wrong_retrieval,38,1 collection of 37 pre-1920 American coins,answer_d6028d6e_1;answer_d6028d6e_2,answer_d6028d6e_1;answer_d6028d6e_2;ultrachat_432034;9d11d844;5751ce13_2,1.000,,,12695.7
cf22b7bf,wrong_retrieval,10 pounds,15 pounds lost,answer_ae3a122b_1;answer_ae3a122b_2,answer_ae3a122b_2;answer_ae3a122b_1;8064b6ca;457e26bf;8ab0292c_1;36d5bbde_1;e201572a;ultrachat_51616;c8fcdf5a_1,1.000,,,19028.7
a2f3aa27,wrong_retrieval,1300,1250 followers,answer_5126c02d_1;answer_5126c02d_2,answer_5126c02d_1;ultrachat_460868;answer_5126c02d_2;sharegpt_HXQNNyd_0;39709ef6_2;ultrachat_75332,1.000,,,11892.7
c7dc5443,wrong_retrieval,5-2,I don't know.,answer_0cdbca92_1;answer_0cdbca92_2,answer_0cdbca92_1;answer_0cdbca92_2;sharegpt_6cz1Sq6_264;sharegpt_35cK50k_0;18f6e3be_2,1.000,,,7714.9
06db6396,wrong_retrieval,5,0 projects completed,answer_da72b1b4_1;answer_da72b1b4_2,5bd9f1e6_1;ultrachat_529001;ultrachat_77282;answer_da72b1b4_1;sharegpt_SwdaeDm_15;answer_da72b1b4_2;6ebdc1fe_2;ultrachat_279487,1.000,,,19152.3
9bbe84a2,wrong_retrieval,level 100,Level 150.,answer_c6a0c6c2_1;answer_c6a0c6c2_2,answer_c6a0c6c2_2;answer_c6a0c6c2_1;sharegpt_JtVDTm4_0;sharegpt_rN2ow9R_12;ff0bb7fd_2;sharegpt_hLkmbBL_0;ultrachat_162203;92b1f663_2,1.000,,,16200.3
10e09553,wrong_retrieval,7,16 largemouth bass,answer_67be2c38_1;answer_67be2c38_2,answer_67be2c38_2;answer_67be2c38_1;ultrachat_313128;de64539a_1;8ed1f402,1.000,,,11191.2
dad224aa,wrong_retrieval,7:30 am,"Matching facts: 
- ""I like to wake up at 7:30 am on Saturdays.""
- ""I've been waking up around 8:30 am on Saturdays.""

Sub-answer: 7:30 am and 8:30 am.",answer_4a97ae40_1;answer_4a97ae40_2,answer_4a97ae40_2;6de8645d_1;answer_4a97ae40_1;ultrachat_106352;1d5998ca_2;dd345e24_2,1.000,,,8100.5
ba61f0b9,wrong_retrieval,6,5 women,answer_f377cda7_1;answer_f377cda7_2,answer_f377cda7_1;answer_f377cda7_2;sharegpt_7E53b59_0;daca659d;sharegpt_s8Opwwu_0,1.000,,,14153.4
5c40ec5b,wrong_retrieval,We've met up twice.,Clara faces numerous trials and tribulations as she uncovers the dark secrets of the human king's alliance with the dark elves.,answer_1cb52d0a_1;answer_1cb52d0a_2,answer_1cb52d0a_1;answer_1cb52d0a_2;sharegpt_5ZmWZjz_0;be050ab3_2;sharegpt_RVk16qK_0;fcae5c39_1;sharegpt_Ah0tRO5_0;9eb7bb35,1.000,,,23698.4
c6853660,wrong_retrieval,You increased the limit (from one cup to two cups),The most recent change was a decrease to one cup in the morning.,answer_626e93c4_1;answer_626e93c4_2,answer_626e93c4_2;answer_626e93c4_1;sharegpt_PQ71V9I_7;6ed1c85e;dcbd175f_2;ultrachat_223464;ultrachat_435535;a4863bcb_2;ultrachat_84322;b1636b2f_2,1.000,,,12829.5
0977f2af,wrong_retrieval,Instant Pot,I don't know.,answer_3bf5b73b_1;answer_3bf5b73b_2,answer_3bf5b73b_2;f115a3db_1;ultrachat_554962;e0bfe67a_2;6e4930a9_1;sharegpt_FqOC5e9_45,0.500,answer_3bf5b73b_1,,8556.8
6aeb4375_abs,wrong_retrieval,The information provided is not enough. You mentioned trying Korean restaurants but not Italian restaurants.,I don't know,answer_3f9693b7_abs_1;answer_3f9693b7_abs_2,answer_3f9693b7_abs_1;answer_3f9693b7_abs_2;ultrachat_133121;a5286353_1;24cb335f;ultrachat_181672;27bb10f5_2;ac59be1f;e27891d3_2;9205e608_1;ultrachat_234991,1.000,,,13319.4
031748ae_abs,wrong_retrieval,The information provided is not enough. You mentioned starting the role as Senior Software Engineer but not Software Engineer Manager.,4 engineers,answer_8748f791_abs_1;answer_8748f791_abs_2,answer_8748f791_abs_1;answer_8748f791_abs_2;1d03455f_1;sharegpt_VXdtXlg_0;ultrachat_473482,1.000,,,11048.7
2698e78f_abs,wrong_retrieval,The information provided is not enough. You mentioned seeing Dr. Smith but not Dr. Johnson.,I don't know.,answer_9282283d_abs_1;answer_9282283d_abs_2,ce291e98;answer_9282283d_abs_2;answer_9282283d_abs_1;cdba3d9f_1;sharegpt_dZJOxsS_0;sharegpt_3D3oQC0_177,1.000,,,7547.0
2133c1b5_abs,wrong_retrieval,The information provided is not enough. You mentioned living in Harajuku but not Shinjuku.,I don't know.,answer_52382508_abs_1;answer_52382508_abs_2,sharegpt_kjeGJvK_13;24f9f021_2;sharegpt_M5JnA12_12;9998814e_1;sharegpt_asoSnhq_0;a864e7aa_5;334b53b1_1;answer_52382508_abs_2,0.500,answer_52382508_abs_1,,14988.8
0ddfec37_abs,wrong_retrieval,The information provided is not enough. You mentioned collecting autographed baseball but not football.,I don't know,answer_a22b654d_abs_1;answer_a22b654d_abs_2,answer_a22b654d_abs_2;answer_a22b654d_abs_1;sharegpt_V2j1zkI_0;ultrachat_200650;6de70f46_1,1.000,,,9895.0
f685340e_abs,wrong_retrieval,The information provided is not enough. You mentioned playing tennis but not table tennis.,I don't know.,answer_25df025b_abs_1;answer_25df025b_abs_2,answer_25df025b_abs_1;answer_25df025b_abs_2;bc6c5757_2,1.000,,,81547.4
07741c45,wrong_retrieval,in a shoe rack in my closet,"Matching facts: 
- ""I've been keeping them under my bed for storage""
- ""consider investing in a shoe storage box or a sneaker organizer""
- ""store them in a breathable bag""
- ""use a breathable bag or a cloth bag with holes to allow air to circulate""

Sub-answer: Under the bed or in a breathable bag.",answer_7e9ad7b4_1;answer_7e9ad7b4_2,answer_7e9ad7b4_1;answer_7e9ad7b4_2;eb8195a6_2;af4a2fd1;ce21f0e4;df846730,1.000,,,13257.4
c4f10528,wrong_retrieval,Miss Bee Providore,I don't know.,answer_ultrachat_234453,answer_ultrachat_234453;367b6c01;de55485d_1;107d40f0;51c89181_1;sharegpt_yMwEvl7_557,1.000,,,15917.5
4c36ccef,wrong_retrieval,Roscioli,"Matching facts: 
- La Pergola - This is a fine-dining restaurant located atop the Rome Cavalieri Hotel that offers a range of Italian and International dishes made with the finest ingredients.

Sub-answer: La Pergola.",answer_ultrachat_448704,answer_ultrachat_448704;sharegpt_m8F4NxL_0;sharegpt_VqXgguO_0;5fc83435_2;07e6a3bd_1;sharegpt_ZfdAEyM_0,1.000,,,10123.4
1903aded,wrong_retrieval,Transcriptionist.,1 job,answer_sharegpt_hA7AkP3_0,answer_sharegpt_hA7AkP3_0;4d287828_2;sharegpt_emE20LI_0;sharegpt_ELyN256_27;sharegpt_fpIDX7L_0,1.000,,,14087.5
f523d9fe,wrong_retrieval,Doc Martin,1 show,answer_sharegpt_m2xJfjo_0,answer_sharegpt_m2xJfjo_0;sharegpt_TF6GLMw_26;fbfda981;sharegpt_4RnbgQt_0;sharegpt_XYtuANl_9;ultrachat_16868,1.000,,,13310.5
488d3006,wrong_retrieval,The GR-90 trail.,Matching facts: None; Sub-answer: I don't know.,answer_ultrachat_275993,answer_ultrachat_275993;ce19df54_3;a68090b0_2;990c8992_1;7e4dab66_1,1.000,,,7495.1
1568498a,wrong_retrieval,28. Kg3,29. Rd3,answer_sharegpt_d6JJiqH_76,answer_sharegpt_d6JJiqH_76;sharegpt_YfakX5Z_0;4022d960_2;ultrachat_131295;71e0db57;sharegpt_69agvDU_27,1.000,,,16335.1
6222b6eb,wrong_retrieval,The 6S algorithm is implemented in the SIAC_GEE tool.,3 algorithms for atmospheric correction,answer_sharegpt_H9PiM5G_0,answer_sharegpt_H9PiM5G_0;04a0b385;caf7480d_1;sharegpt_MvUpG5V_5;2bbbe083;ultrachat_346560,1.000,,,8102.4
e982271f,wrong_retrieval,Revolution Hall,I don't know,answer_ultrachat_195444,db65997e;answer_ultrachat_195444;sharegpt_upcsBm3_0;e760dc71_1;333a59e5_1;ultrachat_247528,1.000,,,7570.7
4baee567,wrong_retrieval,The Chiefs played the Jaguars 12 times at Arrowhead Stadium.,I don't know,answer_sharegpt_i9adwQn_0,answer_sharegpt_i9adwQn_0;sharegpt_wduYbsX_0;sharegpt_dBQwSJX_0;6169ef55_1;ultrachat_323343,1.000,,,8528.5
561fabcd,wrong_retrieval,Fissionator.,"Matching facts: ""Radialisk""; ""Contaminated Colossus""; ""Irradiated Behemoth""  
Sub-answer: ""Radialisk"", ""Contaminated Colossus"", ""Irradiated Behemoth""",answer_sharegpt_hChsWOp_97,answer_sharegpt_hChsWOp_97;sharegpt_jpY4uWr_17;0d2c6b95_2;9a992902;ultrachat_495933;ultrachat_302679,1.000,,,7055.8
eaca4986,wrong_retrieval,C D E F G A B A G F E D C,"Matching facts: 
- Chorus:
  - G G G G A G F
  - G G G G A G F
  - G G G G A G F
  - G G G G A G F

Sub-answer: G G G G A G F.",answer_sharegpt_SS141vi_0,answer_sharegpt_SS141vi_0;ultrachat_311235;0e543e9e_2;sharegpt_zhAMIY7_0;sharegpt_6UVUYKJ_7,1.000,,,5675.6
